district_id,district_name,county,enrollment,website_url,video_platform,video_url,archive_start_year,youtube_channel_id,notes,confidence,last_checked,video_status,latitude,longitude,coordinate_source
015839,PROMESA ACADEMY CHARTER SCHOOL,BEXAR COUNTY,248,,,,,,,,,pending,29.408850536497,-98.527206451394,census_geocoder
015843,PRELUDE PREPARATORY CHARTER SCHOOL,BEXAR COUNTY,162,,,,,,,,,pending,29.376586182212,-98.535863382108,census_geocoder
015844,ESSENCE PREPARATORY CHARTER SCHOOL,BEXAR COUNTY,365,,,,,,,,,pending,29.416889769913,-98.389682434809,census_geocoder
015901,ALAMO HEIGHTS ISD,BEXAR COUNTY,4749,https://www.ahisd.net,youtube,https://www.youtube.com/channel/UCn4YUx86-MdIoRPpRoa0SIQ,,channel/UCn4YUx86-MdIoRPpRoa0SIQ,"Crawler found: boardbook, youtube. Crawled 8 pages. Score: 100/100.",high,2026-04-21,auto_discovered,29.492440257834,-98.4665875561,census_geocoder
015904,HARLANDALE ISD,BEXAR COUNTY,11546,https://www.harlandale.net,youtube,https://www.youtube.com/playlist?list=PLmF4iR4gkH0NZd3BZRpL17v8QWJUJVtsn,,,Board Meeting Videos on YouTube playlist. Board meetings page at southsideisd.org/board/meetings/. Uses BoardBook at meetings.boardbook.org/public/Organization/874,high,2026-01-15,verified,29.350100418256,-98.488095724452,census_geocoder
015905,EDGEWOOD ISD,BEXAR COUNTY,7849,https://www.eisd.net,youtube,https://www.youtube.com/@edgewoodisd-sanantoniotx9052,,@edgewoodisd-sanantoniotx9052,YouTube channel found via API: @edgewoodisd-sanantoniotx9052. Board meeting videos posted on YouTube channel. Channel URL not found,high,2026-01-15,verified,29.431985388039,-98.567090577184,census_geocoder
015906,RANDOLPH FIELD ISD,BEXAR COUNTY,1427,https://www.rfisd.net,boardbook,https://meetings.boardbook.org/Public/Organization/1681,,,Crawler found: boardbook. Crawled 2 pages. Score: 50/100.,low,2026-04-25,auto_discovered,29.527670,-98.294663,nces_edge_2023_24
015907,SAN ANTONIO ISD,BEXAR COUNTY,44047,https://www.saisd.net,website_archive,https://www.saisd.net/page/videos-school-board-meetings,,,Board meeting videos on district website. Uses BoardBook at meetings.boardbook.org/public/Organization/1982,high,2026-01-15,verified,29.432784903173,-98.498160685897,census_geocoder
015908,SOUTH SAN ANTONIO ISD,BEXAR COUNTY,7468,https://www.southsanisd.net,youtube,https://www.youtube.com/@SouthSanAntonio,,@SouthSanAntonio,Recordings on YouTube @SouthSanAntonio. Live stream at southsanisd.net/live. Uses BoardBook for agendas,high,2026-01-15,verified,29.355487251469,-98.610862844417,census_geocoder
015909,SOMERSET ISD,BEXAR COUNTY,4259,https://www.somersetschools.org,none_found,https://meetings.boardbook.org/Public/Organization/2259,,,BoardBook agendas only - no videos,low,2026-01-14,verified,28.920168550088,-98.547773174248,census_geocoder
015910,NORTH EAST ISD,BEXAR COUNTY,56420,https://www.neisd.net,none_found,https://meetings.boardbook.org/public/Organization/1897,,,BoardBook Premier for agendas/minutes only. No video recordings or archive found,low,2026-01-15,verified,29.522098773011,-98.458038424235,census_geocoder
015911,EAST CENTRAL ISD,BEXAR COUNTY,11497,https://www.ecisd.net,diligent,https://eastcentralisd.diligent.community/Portal/,,,Diligent Community portal has Board Meeting Live Stream and Previous Board Meeting Videos sections,high,2026-01-15,verified,29.363301910118,-98.360214085158,census_geocoder
015912,SOUTHWEST ISD,BEXAR COUNTY,14833,https://www.swisd.net,youtube,https://www.youtube.com/@southwestisdschoolboard2648,,,Reassigned from SOUTHSIDE ISD based on URL matching 'SOUTHWEST ISD',medium,2026-04-17,verified,29.306226109369,-98.672339164763,census_geocoder
015913,LACKLAND ISD,BEXAR COUNTY,1010,https://www.lacklandisd.org,,,,,"Cleared: yt_handle:edgewoodisd-sanantoniotx9052 is another district's URL (shared by 3, one owns it)",,,pending,29.378727,-98.612570,nces_edge_2023_24
015914,FT SAM HOUSTON ISD,BEXAR COUNTY,1617,,,,,,"Cleared: yt_handle:schertz-cibolo-universalci9534 is another district's URL (shared by 2, one owns it)",,,pending,29.47845264395,-98.417852175249,census_geocoder
015915,NORTHSIDE ISD,BEXAR COUNTY,100208,https://www.nisd.net,website_archive,https://www.nisd.net/board,,,Board meetings livestreamed at nisd.net/live. Recordings available at nisd.net/board. Uses BoardDocs for agendas,high,2026-01-15,verified,29.491000542689,-98.600840578975,census_geocoder
015916,JUDSON ISD,BEXAR COUNTY,23539,https://www.judsonisd.org,boardbook,https://meetings.boardbook.org/public/organization/1434,,,BoardBook Premier with livestream links. Board meetings available at meetings.boardbook.org. News coverage by local media [Merged from duplicate entry],medium,2026-01-15,verified,29.553290334666,-98.330013662274,census_geocoder
015917,SOUTHSIDE ISD,BEXAR COUNTY,6091,https://southsideisd.org,youtube,https://www.youtube.com/c/southsideisd,,@southsideisd,Crawler found: youtube. Crawled 8 pages. Score: 100/100.,high,2026-04-21,auto_discovered,29.241349400866,-98.472565066816,census_geocoder
016901,JOHNSON CITY ISD,BLANCO COUNTY,707,https://www.jcisd.org,,,,,Cleared: website:vimeo.com does not match and is shared by 5 districts,,,pending,30.279358,-98.407398,nces_edge_2023_24
016902,BLANCO ISD,BLANCO COUNTY,1102,https://www.blancoisd.org,website_archive,https://www.blancoisd.org/index.php?pageID=smartSiteFeed&psqFeed=true&articleID=77518375,,,Crawler found: website_archive. Crawled 2 pages. Score: 45/100.,low,2026-04-21,auto_discovered,30.105285235236,-98.42335619173,census_geocoder
017901,BORDEN COUNTY ISD,BORDEN COUNTY,249,,,,,,,,,pending,32.776113,-101.449630,nces_edge_2023_24
018901,CLIFTON ISD,BOSQUE COUNTY,1001,https://www.cliftonisd.org,youtube,https://www.youtube.com/@cliftonisd,,@cliftonisd,"Crawler found: boardbook, facebook_live, youtube. Crawled 2 pages. Score: 85/100.",high,2026-04-21,auto_discovered,31.789436,-97.589983,nces_edge_2023_24
018902,MERIDIAN ISD,BOSQUE COUNTY,382,https://www.meridianisd.org,facebook_live,https://www.meridianisd.org/live-feed,,,Crawler found: facebook_live. Crawled 1 pages. Score: 78/100.,medium,2026-04-21,auto_discovered,31.941773,-97.662037,nces_edge_2023_24
018903,MORGAN ISD,BOSQUE COUNTY,137,https://www.morganisd.org,website_archive,https://www.morganisd.org/70440_3,,,Crawler found: website_archive. Crawled 8 pages. Score: 60/100.,medium,2026-04-21,auto_discovered,32.019536,-97.606295,nces_edge_2023_24
018904,VALLEY MILLS ISD,BOSQUE COUNTY,669,https://www.vmisd.net,boardbook,https://meetings.boardbook.org/Public/Organization/2037\,,,"Crawler found: boardbook, facebook_live. Crawled 1 pages. Score: 78/100.",medium,2026-04-21,auto_discovered,,,
018905,WALNUT SPRINGS ISD,BOSQUE COUNTY,165,https://www.walnutspringsisd.net,,,,,,,,pending,32.052286,-97.752437,nces_edge_2023_24
018906,IREDELL ISD,BOSQUE COUNTY,144,https://www.iredell-isd.com,youtube,https://www.youtube.com/@IREDELLISD,,@IREDELLISD,"Crawler found: facebook_live, youtube. Crawled 6 pages. Score: 85/100.",high,2026-04-21,auto_discovered,31.986697,-97.869174,nces_edge_2023_24
018907,KOPPERL ISD,BOSQUE COUNTY,191,https://www.kopperlisd.org,website_archive,https://www.kopperlisd.org/board-of-education,,,Crawler found: website_archive. Crawled 7 pages. Score: 60/100.,medium,2026-04-21,auto_discovered,32.072652,-97.501224,nces_edge_2023_24
018908,CRANFILLS GAP ISD,BOSQUE COUNTY,116,https://www.cranfillsgapisd.net,website_archive,https://www.cranfillsgapisd.net/school-board,,,Crawler found: website_archive. Crawled 8 pages. Score: 60/100.,medium,2026-04-21,auto_discovered,31.769811,-97.824805,nces_edge_2023_24
019901,DEKALB ISD,BOWIE COUNTY,898,https://www.dekalbisd.net,youtube,https://www.youtube.com/channel/UCMReu_p1NIEMHb-09J_7gwg,,channel/UCMReu_p1NIEMHb-09J_7gwg,"Crawler found: boardbook, youtube. Crawled 8 pages. Score: 100/100.",high,2026-04-21,auto_discovered,33.509877932577,-94.620644085973,census_geocoder
019902,HOOKS ISD,BOWIE COUNTY,914,https://www.hooksisd.net,youtube,https://www.youtube.com/user/TheHooksHornets,,@TheHooksHornets,Crawler found: youtube. Crawled 3 pages. Score: 50/100.,low,2026-04-21,auto_discovered,33.466588716772,-94.283381616877,census_geocoder
019903,MAUD ISD,BOWIE COUNTY,450,https://www.maudisd.net,boardbook,https://meetings.boardbook.org/Public/Organization/1889,,,Crawler found: boardbook. Crawled 1 pages. Score: 78/100.,medium,2026-04-21,auto_discovered,33.325030,-94.347531,nces_edge_2023_24
019905,NEW BOSTON ISD,BOWIE COUNTY,1108,,,,,,,,,pending,33.461713490705,-94.41548275416,census_geocoder
019906,REDWATER ISD,BOWIE COUNTY,1103,https://www.redwaterisd.org,boardbook,https://meetings.boardbook.org/public/Organization/836,,,Crawler found: boardbook. Crawled 1 pages. Score: 50/100.,low,2026-04-21,auto_discovered,33.366999,-94.249448,nces_edge_2023_24
019907,TEXARKANA ISD,BOWIE COUNTY,7269,https://www.texarkana.org,,,,,,,,pending,33.457063879502,-94.065448669741,census_geocoder
019908,LIBERTY-EYLAU ISD,BOWIE COUNTY,1937,,,,,,,,,pending,33.392373235959,-94.092053511625,census_geocoder
019909,SIMMS ISD,BOWIE COUNTY,480,https://www.simmsisd.net,boardbook,https://meetings.boardbook.org/Public/Organization/2061,,,Crawler found: boardbook. Crawled 7 pages. Score: 100/100.,high,2026-04-21,auto_discovered,33.349051,-94.506422,nces_edge_2023_24
019910,MALTA ISD,BOWIE COUNTY,223,https://www.maltaisd.net,youtube,https://www.youtube.com/channel/UCpuhwcAOWy4U6HgLU9jyERg,,channel/UCpuhwcAOWy4U6HgLU9jyERg,"Crawler found: facebook_live, youtube. Crawled 1 pages. Score: 78/100.",medium,2026-04-21,auto_discovered,33.488446,-94.521569,nces_edge_2023_24
019911,RED LICK ISD,BOWIE COUNTY,504,https://www.redlickisd.com,facebook_live,https://www.redlickisd.com/live-feed,,,Crawler found: facebook_live. Crawled 1 pages. Score: 78/100.,medium,2026-04-21,auto_discovered,33.465422716051,-94.174069216149,census_geocoder
019912,PLEASANT GROVE ISD,BOWIE COUNTY,2366,https://www.pgisd.net,boardbook,https://meetings.boardbook.org/Public/Organization/841,,,Crawler found: boardbook. Crawled 3 pages. Score: 85/100.,high,2026-04-21,auto_discovered,33.482347784966,-94.126037956737,census_geocoder
019913,HUBBARD ISD,BOWIE COUNTY,64,,,,,,"Cleared: website:hubbardisd.net is another district's URL (shared by 2, one owns it)",,,pending,33.469225457647,-94.637449695875,census_geocoder
019914,LEARY ISD,BOWIE COUNTY,119,https://www.learyisd.net,website_archive,https://www.learyisd.net/board-of-education,,,Crawler found: website_archive. Crawled 3 pages. Score: 35/100.,low,2026-04-21,auto_discovered,33.460243443389,-94.208481500964,census_geocoder
020901,ALVIN ISD,BRAZORIA COUNTY,30038,https://www.alvinisd.net,none_found,https://www.alvinisd.net,,,Board meeting dates posted. No video archive found,low,2026-01-15,verified,29.418714563819,-95.241808115161,census_geocoder
020902,ANGLETON ISD,BRAZORIA COUNTY,7105,https://www.angletonisd.net,website_archive,https://www.angletonisd.net/live-feed,,,Live Feed page and Board Meeting Recaps available. Board Meeting Reports organized by year 2020-2024. Uses BoardBook at meetings.boardbook.org/Public/Organization/1874,medium,2026-01-15,verified,29.143011959469,-95.409351975654,census_geocoder
020904,DANBURY ISD,BRAZORIA COUNTY,674,https://www.danburyisd.org,none_found,https://www.danburyisd.org,,,Small district. No video archive found,low,2026-01-15,verified,29.225018,-95.341743,nces_edge_2023_24
020905,BRAZOSPORT ISD,BRAZORIA COUNTY,11169,https://www.brazosportisd.net,none_found,https://meetings.boardbook.org/Public/Organization/877,,,BoardBook Premier for agendas. Board meets 3rd Monday at 6pm. No video archive confirmed,low,2026-01-15,verified,29.024373,-95.415302,nces_edge_2023_24
020906,SWEENY ISD,BRAZORIA COUNTY,1919,https://www.sweenyisd.org,website_stream,https://www.sweenyisd.org/school-board,,,Board meetings livestreamed on Zoom. No archive confirmed. Meeting info on district website,low,2026-01-15,verified,29.047682151584,-95.706235556702,census_geocoder
020907,COLUMBIA-BRAZORIA ISD,BRAZORIA COUNTY,2871,https://www.cbisd.com,none_found,https://meetings.boardbook.org/Public/Organization/1290,,,BoardBook for agendas. Board meets 3rd Tuesday at 6pm. No video archive found,low,2026-01-15,verified,29.138273,-95.651206,nces_edge_2023_24
020908,PEARLAND ISD,BRAZORIA COUNTY,20862,https://www.pearlandisd.org,youtube,https://www.youtube.com/@ThePearlandISD,,@ThePearlandISD,Board meetings on YouTube @ThePearlandISD. Meetings recorded and available within 7 days. Archive at pearlandisd.org/board-of-trustees/meeting-recordings/meeting-archive,high,2026-01-15,verified,29.55240110149,-95.277139535585,census_geocoder
020910,DAMON ISD,BRAZORIA COUNTY,107,https://www.damonisd.net,website_archive,https://www.damonisd.net/,,,Crawler found: website_archive. Crawled 8 pages. Score: 35/100.,low,2026-04-21,auto_discovered,29.289118,-95.740551,nces_edge_2023_24
021901,COLLEGE STATION ISD,BRAZOS COUNTY,14314,https://www.csisd.org,youtube,https://www.csisd.org/our-district/board,,,Crawler found: youtube. Crawled 8 pages. Score: 85/100.,high,2026-04-21,auto_discovered,30.59377570507,-96.321942985527,census_geocoder
021902,BRYAN ISD,BRAZOS COUNTY,16044,https://www.bryanisd.org,youtube,https://www.youtube.com/user/bryanisd,,@bryanisd,"Crawler found: boardbook, facebook_live, youtube. Crawled 3 pages. Score: 85/100.",high,2026-04-21,auto_discovered,30.663660629673,-96.367564068127,census_geocoder
022004,TERLINGUA CSD,BREWSTER COUNTY,121,,,,,,,,,pending,29.315141,-103.538488,nces_edge_2023_24
022901,ALPINE ISD,BREWSTER COUNTY,905,https://www.alpineschools.org,youtube,https://www.youtube.com/channel/UCKz7Kb20fRC1NOA_vAJpeMA,,channel/UCKz7Kb20fRC1NOA_vAJpeMA,"Crawler found: facebook_live, youtube. Crawled 2 pages. Score: 100/100.",high,2026-04-21,auto_discovered,30.357504342531,-103.668114824107,census_geocoder
022902,MARATHON ISD,BREWSTER COUNTY,58,https://www.marathonisd.net,boardbook,https://meetings.boardbook.org/Public/Organization/805\\\,,,"Crawler found: boardbook, facebook_live. Crawled 2 pages. Score: 85/100.",high,2026-04-21,auto_discovered,30.210627,-103.243350,nces_edge_2023_24
022903,SAN VICENTE ISD,BREWSTER COUNTY,9,https://www.svisd.com,website_archive,https://www.svisd.com/live-feed,,,Crawler found: website_archive. Crawled 5 pages. Score: 60/100.,medium,2026-04-21,auto_discovered,29.322232,-103.209863,nces_edge_2023_24
